naive-1;0
greedy-1;0
naive-2;0
greedy-2;0
naive-3;0
greedy-3;0
naive-4;0
greedy-4;0
naive-5;0
greedy-5;0
naive-6;0
greedy-6;0
naive-7;0
greedy-7;0
naive-8;0
greedy-8;0
naive-9;99
greedy-9;0
naive-10;0
greedy-10;0
naive-11;0
greedy-11;0
naive-12;0
greedy-12;0
naive-13;0
greedy-13;0
naive-14;99
greedy-14;0
naive-15;0
greedy-15;0
naive-16;0
greedy-16;0
naive-17;0
greedy-17;0
naive-18;99
greedy-18;0
naive-19;0
greedy-19;0
naive-20;0
greedy-20;0
naive-21;99
greedy-21;0
naive-22;0
greedy-22;0
naive-23;39
greedy-23;0
naive-24;0
greedy-24;0
naive-25;0
greedy-25;0
naive-26;0
greedy-26;0
naive-27;99
greedy-27;0
naive-28;99
greedy-28;0
naive-29;0
greedy-29;0
naive-30;0
greedy-30;0
naive-31;30
greedy-31;0
naive-32;6
greedy-32;0
naive-33;0
greedy-33;0
naive-34;12
greedy-34;0
naive-35;0
greedy-35;0
naive-36;41
greedy-36;0
naive-37;99
greedy-37;0
naive-38;51
greedy-38;36
naive-39;0
greedy-39;0
naive-40;47
greedy-40;40
naive-41;38
greedy-41;32
naive-42;39
greedy-42;37
naive-43;54
greedy-43;50
naive-44;99
greedy-44;34
naive-45;49
greedy-45;37
naive-46;52
greedy-46;44
naive-47;62
greedy-47;56
naive-48;43
greedy-48;38
naive-49;39
greedy-49;22
naive-50;51
greedy-50;48
naive-51;55
greedy-51;53
naive-52;49
greedy-52;44
naive-53;48
greedy-53;46
naive-54;59
greedy-54;54
naive-55;47
greedy-55;38
naive-56;50
greedy-56;40
naive-57;60
greedy-57;52
naive-58;50
greedy-58;39
naive-59;54
greedy-59;47
naive-60;58
greedy-60;58
naive-61;52
greedy-61;50
naive-62;52
greedy-62;47
naive-63;56
greedy-63;51
naive-64;59
greedy-64;54
naive-65;50
greedy-65;50
naive-66;99
greedy-66;52
naive-67;64
greedy-67;62
naive-68;99
greedy-68;56
naive-69;56
greedy-69;54
naive-70;63
greedy-70;59
naive-71;99
greedy-71;62
naive-72;60
greedy-72;53
naive-73;58
greedy-73;56
naive-74;99
greedy-74;59
naive-75;67
greedy-75;63
naive-76;59
greedy-76;53
naive-77;61
greedy-77;55
naive-78;60
greedy-78;56
naive-79;62
greedy-79;60
naive-80;99
greedy-80;58
naive-81;61
greedy-81;57
naive-82;60
greedy-82;58
naive-83;68
greedy-83;59
naive-84;63
greedy-84;61
naive-85;62
greedy-85;59
naive-86;73
greedy-86;67
naive-87;64
greedy-87;61
naive-88;66
greedy-88;61
naive-89;68
greedy-89;62
naive-90;62
greedy-90;56
naive-91;71
greedy-91;65
naive-92;68
greedy-92;66
naive-93;66
greedy-93;62
naive-94;70
greedy-94;63
naive-95;70
greedy-95;64
naive-96;68
greedy-96;64
naive-97;64
greedy-97;62
naive-98;99
greedy-98;63
naive-99;99
greedy-99;62
naive-100;66
greedy-100;62
naive-101;99
greedy-101;66
naive-102;67
greedy-102;63
naive-103;70
greedy-103;64
naive-104;69
greedy-104;65
naive-105;99
greedy-105;99
naive-106;72
greedy-106;66
naive-107;64
greedy-107;64
naive-108;99
greedy-108;66
naive-109;66
greedy-109;66
naive-110;71
greedy-110;65
naive-111;54
greedy-111;54
naive-112;59
greedy-112;47
naive-113;73
greedy-113;54
naive-114;54
greedy-114;38
naive-115;72
greedy-115;40
naive-116;57
greedy-116;57
naive-117;62
greedy-117;62
naive-118;70
greedy-118;44
naive-119;73
greedy-119;73
naive-120;57
greedy-120;51
naive-121;64
greedy-121;0
naive-122;0
greedy-122;0
naive-123;0
greedy-123;0
naive-124;0
greedy-124;0
naive-125;0
greedy-125;0
naive-126;0
greedy-126;0
naive-127;2
greedy-127;0
naive-128;0
greedy-128;0
naive-129;65
greedy-129;62
naive-130;0
greedy-130;0
naive-131;0
greedy-131;0
naive-132;0
greedy-132;0
naive-133;0
greedy-133;0
naive-134;0
greedy-134;0
naive-135;0
greedy-135;0
naive-136;0
greedy-136;0
naive-137;0
greedy-137;0
naive-138;0
greedy-138;0
naive-139;0
greedy-139;0
naive-140;44
greedy-140;0
naive-141;16
greedy-141;0
naive-142;41
greedy-142;0
naive-143;0
greedy-143;0
naive-144;0
greedy-144;0
naive-145;0
greedy-145;0
naive-146;0
greedy-146;0
naive-147;0
greedy-147;0
naive-148;0
greedy-148;0
naive-149;0
greedy-149;0
naive-150;0
greedy-150;0
naive-151;0
greedy-151;0
naive-152;45
greedy-152;45
naive-153;0
greedy-153;0
naive-154;47
greedy-154;38
naive-155;0
greedy-155;0
naive-156;51
greedy-156;48
naive-157;0
greedy-157;0
naive-158;37
greedy-158;32
naive-159;32
greedy-159;28
naive-160;55
greedy-160;41
naive-161;56
greedy-161;50
naive-162;0
greedy-162;0
naive-163;40
greedy-163;0
naive-164;61
greedy-164;59
naive-165;54
greedy-165;42
naive-166;49
greedy-166;42
naive-167;39
greedy-167;0
naive-168;0
greedy-168;0
naive-169;65
greedy-169;41
naive-170;18
greedy-170;11
naive-171;69
greedy-171;60
naive-172;44
greedy-172;44
naive-173;50
greedy-173;50
naive-174;58
greedy-174;43
naive-175;62
greedy-175;43
naive-176;0
greedy-176;0
naive-177;49
greedy-177;47
naive-178;51
greedy-178;46
naive-179;30
greedy-179;30
naive-180;54
greedy-180;49
naive-181;65
greedy-181;57
naive-182;60
greedy-182;56
naive-183;62
greedy-183;58
naive-184;56
greedy-184;49
naive-185;64
greedy-185;60
naive-186;99
greedy-186;46
naive-187;64
greedy-187;60
naive-188;68
greedy-188;61
naive-189;67
greedy-189;67
naive-190;56
greedy-190;47
naive-191;63
greedy-191;58
naive-192;63
greedy-192;61
naive-193;69
greedy-193;67
naive-194;51
greedy-194;47
naive-195;54
greedy-195;50
naive-196;67
greedy-196;61
naive-197;68
